"YEAR","scenario","quantity","mass_RATIO","mass_TOTAL","PROP_FOREST_TOTAL","mass_RATIO_SE","mass_SE","nPlots_x","nPlots_y"
2019,"reach","boughs",0.67895488456235,341294.583435822,502676.379824292,10.5932970961085,11.5478910311198,259,265
2019,"reach","foliage_only",0.22572273841752,113465.488991745,502676.379824292,10.2349743416689,11.2153133860666,259,265
2019,"rule","boughs",1.67542471224079,842196.429017356,502676.379824292,7.79041083092804,8.94554404701661,259,265
2019,"rule","foliage_only",0.475276283781887,238910.161747821,502676.379824292,7.86168117587628,9.03064591011538,259,265
