"YEAR","scenario","quantity","mass_RATIO","mass_TOTAL","PROP_FOREST_TOTAL","mass_RATIO_SE","mass_SE","nPlots_x","nPlots_y"
2019,"reach","boughs",0.373238324600722,139112.908981535,372718.715663385,13.877575571956,15.7753161269722,182,184
2019,"reach","foliage_only",0.13115593241069,48884.2706797462,372718.715663385,13.6654973969077,15.6711874678467,182,184
2019,"rule","boughs",0.89944520849199,335240.06291872,372718.715663385,9.88995911072836,11.9423853627582,182,184
2019,"rule","foliage_only",0.26649480041107,99327.5997401843,372718.715663385,10.085785801225,12.2872893241004,182,184
