"YEAR","species","scenario","quantity","component","green_tons_acre_year","green_tons_per_year","per_acre_se_percent","total_se_percent","total_se_tons_per_year","per_acre_se_tons_year","area_plots","nonreserved_acres","area_se_percent","coverage","allocation","green_ratio_used","component_plots","excluded_unlinked"
2019,"Ponderosa pine","reach","foliage_only","removal_loss",0,0,NA,NA,NA,NA,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,0,1
2019,"Ponderosa pine","rule","boughs","net_change",-0.00108312549810035,-408.676257279303,246.756840189283,246.693726873807,1008.1786899307,0.00267268625439686,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,18,1
2019,"Ponderosa pine","rule","boughs","gross_accrual",0.00341074186526771,1286.91386407957,44.4570452432489,44.5519769754913,573.345568419136,0.0015163150541725,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,7,1
2019,"Ponderosa pine","rule","boughs","survivor_loss",-0.00553940909683122,-2090.08557291129,43.0179625551803,43.2541493634138,904.048735530212,0.00238294093105311,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,11,1
2019,"Ponderosa pine","rule","boughs","ingrowth_gain",0.00104554173346316,394.495451552419,48.6772242708085,49.8209456011309,196.541364316867,0.000508940694442761,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,8,1
2019,"Ponderosa pine","rule","boughs","mortality_loss",0,0,NA,NA,NA,NA,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,0,1
2019,"Ponderosa pine","rule","boughs","removal_loss",0,0,NA,NA,NA,NA,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,0,1
2019,"Ponderosa pine","rule","foliage_only","net_change",-0.000325976595063243,-122.99488384748,193.95085919158,193.87424910536,238.455407497311,0.000632234406888618,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,18,1
2019,"Ponderosa pine","rule","foliage_only","gross_accrual",0.000772889374689395,291.620442407623,44.3219123861737,44.4136734375648,129.519350968103,0.000342559351491879,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,7,1
2019,"Ponderosa pine","rule","foliage_only","survivor_loss",-0.00139144170667938,-525.007665229362,41.7210751665357,41.9700338542593,220.345894834219,0.000580524440342234,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,11,1
2019,"Ponderosa pine","rule","foliage_only","ingrowth_gain",0.000292575736926746,110.392338974258,47.944933829825,49.0856489538685,54.186795980869,0.000140275243471651,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,8,1
2019,"Ponderosa pine","rule","foliage_only","mortality_loss",0,0,NA,NA,NA,NA,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,0,1
2019,"Ponderosa pine","rule","foliage_only","removal_loss",0,0,NA,NA,NA,NA,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,0,1
2019,"Shasta red fir (with California and noble)","reach","boughs","net_change",-0.000832134953042554,-313.9745105781,202.777513745272,202.870113793641,636.960446892821,0.00168738256878508,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,23,4
2019,"Shasta red fir (with California and noble)","reach","boughs","gross_accrual",0.00245351864084387,925.742046571388,47.4555006556885,47.6753079367638,441.350371403008,0.0011643295546931,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,15,4
2019,"Shasta red fir (with California and noble)","reach","boughs","survivor_loss",-0.00395450808974692,-1492.0833904593,48.833018764429,49.08546800928,732.396115295682,0.00193110567750698,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,10,4
2019,"Shasta red fir (with California and noble)","reach","boughs","ingrowth_gain",0.000791431110449937,298.616461970795,46.5949197249015,46.8230279128718,139.821269341015,0.000368766690592045,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,8,4
2019,"Shasta red fir (with California and noble)","reach","boughs","mortality_loss",0.00012257661458944,46.2496286609797,73.7719907783633,73.8644550843694,34.162036188977,9.04272088113518e-05,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,2,4
2019,"Shasta red fir (with California and noble)","reach","boughs","removal_loss",0,0,NA,NA,NA,NA,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,0,4
2019,"Shasta red fir (with California and noble)","reach","foliage_only","net_change",-0.00028031025587518,-105.764425681961,154.672429843644,154.786472048134,163.709023195079,0.000433562683863077,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,23,4
2019,"Shasta red fir (with California and noble)","reach","foliage_only","gross_accrual",0.00062334084729046,235.193987148082,45.1654046617696,45.388376812122,106.750733126225,0.00028153441610084,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,15,4
2019,"Shasta red fir (with California and noble)","reach","foliage_only","survivor_loss",-0.001112846544265,-419.890364906071,47.1958616188759,47.453840572466,199.254104341673,0.000525217515061754,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,10,4
2019,"Shasta red fir (with California and noble)","reach","foliage_only","ingrowth_gain",0.000248097857331063,93.610300884708,45.3760257120147,45.6071378693115,42.6929789843661,0.000112576947533501,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,8,4
2019,"Shasta red fir (with California and noble)","reach","foliage_only","mortality_loss",3.89024162317004e-05,14.6783488086806,74.3452283828373,74.4354415189066,10.9258937434266,2.89220901938996e-05,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,2,4
2019,"Shasta red fir (with California and noble)","reach","foliage_only","removal_loss",0,0,NA,NA,NA,NA,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,0,4
2019,"Shasta red fir (with California and noble)","rule","boughs","net_change",-0.0062091336869921,-2342.78070324927,84.9173220008459,85.0929269454225,1993.54067230736,0.00527263004644607,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,27,4
2019,"Shasta red fir (with California and noble)","rule","boughs","gross_accrual",0.00461186470958264,1740.11193707131,32.448020074903,32.7468817409932,569.832398193647,0.00149645878679275,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,18,4
2019,"Shasta red fir (with California and noble)","rule","boughs","survivor_loss",-0.0114898528924352,-4335.2594736304,48.1155887227203,48.3775387210835,2097.29183051499,0.00552841036256973,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,12,4
2019,"Shasta red fir (with California and noble)","rule","boughs","ingrowth_gain",0.000791431110449937,298.616461970795,46.5949197249015,46.8230279128718,139.821269341015,0.000368766690592045,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,8,4
2019,"Shasta red fir (with California and noble)","rule","boughs","mortality_loss",0.00012257661458944,46.2496286609797,73.7719907783633,73.8644550843694,34.162036188977,9.04272088113518e-05,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,2,4
2019,"Shasta red fir (with California and noble)","rule","boughs","removal_loss",0,0,NA,NA,NA,NA,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,0,4
2019,"Shasta red fir (with California and noble)","rule","foliage_only","net_change",-0.00214300146113608,-808.580185783814,87.7283649553627,87.8897440035196,710.659055348578,0.00188002014282421,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,27,4
2019,"Shasta red fir (with California and noble)","rule","foliage_only","gross_accrual",0.00109424473026069,412.871677100069,32.9809715969249,33.2606365296712,137.323747854212,0.000360892543688128,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,17,4
2019,"Shasta red fir (with California and noble)","rule","foliage_only","survivor_loss",-0.00344644163249614,-1300.38381495991,55.1939035560562,55.4187109298605,720.655947391325,0.00190222567075569,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,12,4
2019,"Shasta red fir (with California and noble)","rule","foliage_only","ingrowth_gain",0.000248097857331063,93.610300884708,45.3760257120147,45.6071378693115,42.6929789843661,0.000112576947533501,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,8,4
2019,"Shasta red fir (with California and noble)","rule","foliage_only","mortality_loss",3.89024162317004e-05,14.6783488086806,74.3452283828373,74.4354415189066,10.9258937434266,2.89220901938996e-05,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,2,4
2019,"Shasta red fir (with California and noble)","rule","foliage_only","removal_loss",0,0,NA,NA,NA,NA,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,0,4
2019,"Western white pine","reach","boughs","net_change",-0.000841168321378441,-317.382908929547,52.8564295034512,52.8480768948144,167.730763762086,0.000444611540794759,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,8,1
2019,"Western white pine","reach","boughs","gross_accrual",8.26423926946261e-05,31.1819671850408,101.575596646066,101.615780075592,31.6857991979942,8.39445034621513e-05,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,1,1
2019,"Western white pine","reach","boughs","survivor_loss",-0.00102189313235397,-385.572550366781,50.638461442931,50.6605210485259,195.333063035901,0.000517470959815024,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,8,1
2019,"Western white pine","reach","boughs","ingrowth_gain",0.000554255428245463,209.127228921635,67.1607967148903,67.2767618562754,140.694027778237,0.00037224236144518,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,3,1
2019,"Western white pine","reach","boughs","mortality_loss",0.000456173009964561,172.119554669443,84.8890206604968,84.9701902047529,146.250312982199,0.000387240800676426,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,2,1
2019,"Western white pine","reach","boughs","removal_loss",0,0,NA,NA,NA,NA,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,0,1
2019,"Western white pine","reach","foliage_only","net_change",-0.000287742385633983,-108.568657489604,53.5788779748286,53.6866929323408,58.2869217672085,0.000154169141680692,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,8,1
2019,"Western white pine","reach","foliage_only","gross_accrual",2.15662577079227e-05,8.13720801426298,101.575596646066,101.615780075592,8.26868740006687,2.19060549410507e-05,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,1,1
2019,"Western white pine","reach","foliage_only","survivor_loss",-0.000326098076359185,-123.040720199262,47.5677218774129,47.709210900531,58.7017566933981,0.00015511742601013,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,8,1
2019,"Western white pine","reach","foliage_only","ingrowth_gain",0.000246814956538029,93.126247009624,67.282859989631,67.3956251157086,62.763016318935,0.000166064161640951,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,3,1
2019,"Western white pine","reach","foliage_only","mortality_loss",0.00023002552352075,86.7913923142289,88.4758079272449,88.5459501158665,76.8502629434232,0.000203516940373859,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,2,1
2019,"Western white pine","reach","foliage_only","removal_loss",0,0,NA,NA,NA,NA,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,0,1
2019,"Western white pine","rule","boughs","net_change",-0.000190699670264718,-71.9532756313722,350.281305176878,350.394214810773,252.120115179178,0.000667985293971256,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,12,1
2019,"Western white pine","rule","boughs","gross_accrual",0.000979322235821659,369.510039887282,61.6863094532487,61.7368158443643,228.123732851649,0.000604107744933423,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,6,1
2019,"Western white pine","rule","boughs","survivor_loss",-0.00128588354045637,-485.179301505168,44.563591767942,44.7698049747985,217.213827061953,0.000573035891580135,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,10,1
2019,"Western white pine","rule","boughs","ingrowth_gain",0.000572034644334552,215.835540655956,67.9286931449519,68.0416537458121,146.858071233527,0.000388575658232835,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,3,1
2019,"Western white pine","rule","boughs","mortality_loss",0.000456173009964561,172.119554669443,84.8890206604968,84.9701902047529,146.250312982199,0.000387240800676426,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,2,1
2019,"Western white pine","rule","boughs","removal_loss",0,0,NA,NA,NA,NA,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,0,1
2019,"Western white pine","rule","foliage_only","net_change",-0.000220441663010489,-83.1752866547373,77.1059036941337,77.2195352796186,64.2275698222788,0.000169973536382615,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,12,1
2019,"Western white pine","rule","foliage_only","gross_accrual",0.000148175072869982,55.9082343724693,62.669147224992,62.7678941678084,35.0924213820018,9.2860054567628e-05,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,5,1
2019,"Western white pine","rule","foliage_only","survivor_loss",-0.000392682097028225,-148.16367078011,40.0400707494886,40.2510750236753,59.6374702835332,0.000157230189470677,168,377312.00862325,7.43352415574351,"High Cascades Ranger District proxy","cone",2.42,11,1
